simulation,faulted_line,first_cascade_time,first_cascade_component,first_cascade_reason,num_cascade_events
Line 02 - 25_load=1.0494_wind=0.6432_0.5779_0.9051,Line 02 - 25,2.25,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0494_wind=0.6432_0.5779_0.9051,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 03 - 18_load=1.0494_wind=0.6432_0.5779_0.9051,Line 03 - 18,3.06,Line 01 - 39DR2,,4
Line 04 - 05_load=1.0494_wind=0.6432_0.5779_0.9051,Line 04 - 05,2.97,Line 01 - 39DR2,,4
Line 04 - 14_load=1.0494_wind=0.6432_0.5779_0.9051,Line 04 - 14,3.01,Line 01 - 39DR2,,4
Line 05 - 06_load=1.0494_wind=0.6432_0.5779_0.9051,Line 05 - 06,2.96,Line 01 - 39DR2,,4
Line 05 - 08_load=1.0494_wind=0.6432_0.5779_0.9051,Line 05 - 08,2.93,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0494_wind=0.6432_0.5779_0.9051,Line 06 - 07,3.0,Line 01 - 39DR2,,4
Line 06 - 11_load=1.0494_wind=0.6432_0.5779_0.9051,Line 06 - 11,3.02,Line 01 - 39DR2,,4
Line 07 - 08_load=1.0494_wind=0.6432_0.5779_0.9051,Line 07 - 08,2.95,Line 01 - 39DR2,,4
Line 08 - 09_load=1.0494_wind=0.6432_0.5779_0.9051,Line 08 - 09,1.84,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0494_wind=0.6432_0.5779_0.9051,Line 09 - 39,1.91,Line 01 - 02DR1,,4
Line 10 - 11_load=1.0494_wind=0.6432_0.5779_0.9051,Line 10 - 11,2.99,Line 01 - 39DR2,,4
Line 10 - 13_load=1.0494_wind=0.6432_0.5779_0.9051,Line 10 - 13,2.98,Line 01 - 39DR2,,4
Line 13 - 14_load=1.0494_wind=0.6432_0.5779_0.9051,Line 13 - 14,2.98,Line 01 - 39DR2,,4
Line 14 - 15_load=1.0494_wind=0.6432_0.5779_0.9051,Line 14 - 15,3.03,Line 01 - 39DR2,,4
Line 15 - 16_load=1.0494_wind=0.6432_0.5779_0.9051,Line 15 - 16,2.11,NSG_2,OverVoltage,4
Line 16 - 17_load=1.0494_wind=0.6432_0.5779_0.9051,Line 16 - 17,1.99,Line 01 - 39DR2,,5
Line 16 - 19_load=1.0494_wind=0.6432_0.5779_0.9051,Line 16 - 19,1.9,G 04,Over-Speed,20
Line 16 - 21_load=1.0494_wind=0.6432_0.5779_0.9051,Line 16 - 21,2.23,NSG_2,OverVoltage,18
Line 16 - 24_load=1.0494_wind=0.6432_0.5779_0.9051,Line 16 - 24,2.96,Line 01 - 39DR2,,4
Line 17 - 18_load=1.0494_wind=0.6432_0.5779_0.9051,Line 17 - 18,3.08,Line 01 - 39DR2,,4
Line 21 - 22_load=1.0494_wind=0.6432_0.5779_0.9051,Line 21 - 22,2.13,Line 23 - 24DR2,,79
Line 22 - 23_load=1.0494_wind=0.6432_0.5779_0.9051,Line 22 - 23,3.04,Line 01 - 39DR2,,4
Line 23 - 24_load=1.0494_wind=0.6432_0.5779_0.9051,Line 23 - 24,3.1,Line 01 - 39DR2,,4
Line 25 - 26_load=1.0494_wind=0.6432_0.5779_0.9051,Line 25 - 26,3.1,Line 01 - 39DR2,,4
Line 26 - 27_load=1.0494_wind=0.6432_0.5779_0.9051,Line 26 - 27,2.96,Line 01 - 39DR2,,4
Line 26 - 28_load=1.0494_wind=0.6432_0.5779_0.9051,Line 26 - 28,4.54,Line 01 - 39DR2,,4
Line 26 - 29_load=1.0494_wind=0.6432_0.5779_0.9051,Line 26 - 29,2.46,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0494_wind=0.6432_0.5779_0.9051,Line 28 - 29,1.68,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9106_wind=0.1588_0.5867_0.7153,Line 01 - 02,1.78,Line 08 - 09DR1,,4
Line 01 - 39_load=0.9106_wind=0.1588_0.5867_0.7153,Line 01 - 39,1.91,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9106_wind=0.1588_0.5867_0.7153,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=0.9106_wind=0.1588_0.5867_0.7153,Line 02 - 25,2.2,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9106_wind=0.1588_0.5867_0.7153,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9106_wind=0.1588_0.5867_0.7153,Line 05 - 08,1.57,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9106_wind=0.1588_0.5867_0.7153,Line 06 - 07,1.59,Line 01 - 39DR2,,5
Line 07 - 08_load=0.9106_wind=0.1588_0.5867_0.7153,Line 07 - 08,1.62,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9106_wind=0.1588_0.5867_0.7153,Line 08 - 09,2.07,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9106_wind=0.1588_0.5867_0.7153,Line 09 - 39,2.23,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9106_wind=0.1588_0.5867_0.7153,Line 10 - 11,1.61,Line 01 - 39DR2,,5
Line 14 - 15_load=0.9106_wind=0.1588_0.5867_0.7153,Line 14 - 15,1.6,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9106_wind=0.1588_0.5867_0.7153,Line 15 - 16,2.09,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9106_wind=0.1588_0.5867_0.7153,Line 16 - 17,2.35,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9106_wind=0.1588_0.5867_0.7153,Line 16 - 19,1.81,G 05,Over-Speed,17
Line 16 - 21_load=0.9106_wind=0.1588_0.5867_0.7153,Line 16 - 21,2.19,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9106_wind=0.1588_0.5867_0.7153,Line 21 - 22,2.3,NSG_2,OverVoltage,1
Line 26 - 29_load=0.9106_wind=0.1588_0.5867_0.7153,Line 26 - 29,2.37,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9106_wind=0.1588_0.5867_0.7153,Line 28 - 29,1.87,Line 26 - 29DR1,,20
Line 01 - 02_load=0.9117_wind=0.2595_0.3296_0.9357,Line 01 - 02,1.81,Line 08 - 09DR1,,4
Line 01 - 39_load=0.9117_wind=0.2595_0.3296_0.9357,Line 01 - 39,1.94,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9117_wind=0.2595_0.3296_0.9357,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=0.9117_wind=0.2595_0.3296_0.9357,Line 02 - 25,2.18,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9117_wind=0.2595_0.3296_0.9357,Line 03 - 04,1.57,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9117_wind=0.2595_0.3296_0.9357,Line 05 - 08,1.61,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9117_wind=0.2595_0.3296_0.9357,Line 06 - 07,1.62,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9117_wind=0.2595_0.3296_0.9357,Line 08 - 09,2.06,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9117_wind=0.2595_0.3296_0.9357,Line 09 - 39,2.21,Line 01 - 02DR1,,4
Line 10 - 11_load=0.9117_wind=0.2595_0.3296_0.9357,Line 10 - 11,1.63,Line 01 - 39DR2,,5
Line 15 - 16_load=0.9117_wind=0.2595_0.3296_0.9357,Line 15 - 16,2.07,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9117_wind=0.2595_0.3296_0.9357,Line 16 - 17,2.32,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9117_wind=0.2595_0.3296_0.9357,Line 16 - 19,1.83,G 04,Over-Speed,18
Line 16 - 21_load=0.9117_wind=0.2595_0.3296_0.9357,Line 16 - 21,2.2,NSG_2,OverVoltage,1
Line 17 - 27_load=0.9117_wind=0.2595_0.3296_0.9357,Line 17 - 27,1.59,Line 01 - 39DR2,,5
Line 21 - 22_load=0.9117_wind=0.2595_0.3296_0.9357,Line 21 - 22,2.27,NSG_2,OverVoltage,1
Line 22 - 23_load=0.9117_wind=0.2595_0.3296_0.9357,Line 22 - 23,1.67,Line 01 - 39DR2,,5
Line 26 - 29_load=0.9117_wind=0.2595_0.3296_0.9357,Line 26 - 29,2.4,NSG_2,OverVoltage,1
Line 28 - 29_load=0.9117_wind=0.2595_0.3296_0.9357,Line 28 - 29,1.91,Line 26 - 29DR1,,20
Line 01 - 02_load=1.0826_wind=0.6724_0.931_0.2663,Line 01 - 02,1.76,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0826_wind=0.6724_0.931_0.2663,Line 01 - 39,1.93,Line 08 - 09DR1,,4
Line 02 - 25_load=1.0826_wind=0.6724_0.931_0.2663,Line 02 - 25,2.26,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0826_wind=0.6724_0.931_0.2663,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 05 - 06_load=1.0826_wind=0.6724_0.931_0.2663,Line 05 - 06,1.64,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0826_wind=0.6724_0.931_0.2663,Line 05 - 08,1.47,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0826_wind=0.6724_0.931_0.2663,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 06 - 11_load=1.0826_wind=0.6724_0.931_0.2663,Line 06 - 11,3.15,Line 01 - 39DR2,,5
Line 07 - 08_load=1.0826_wind=0.6724_0.931_0.2663,Line 07 - 08,1.61,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0826_wind=0.6724_0.931_0.2663,Line 08 - 09,2.3,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0826_wind=0.6724_0.931_0.2663,Line 09 - 39,2.97,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0826_wind=0.6724_0.931_0.2663,Line 15 - 16,2.17,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0826_wind=0.6724_0.931_0.2663,Line 16 - 19,1.99,G 04,Over-Speed,18
Line 21 - 22_load=1.0826_wind=0.6724_0.931_0.2663,Line 21 - 22,2.52,NSG_2,OverVoltage,80
Line 28 - 29_load=1.0826_wind=0.6724_0.931_0.2663,Line 28 - 29,1.71,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0682_wind=0.465_0.7976_0.4724,Line 01 - 02,1.76,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0682_wind=0.465_0.7976_0.4724,Line 01 - 39,1.93,Line 08 - 09DR1,,4
Line 02 - 25_load=1.0682_wind=0.465_0.7976_0.4724,Line 02 - 25,2.24,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0682_wind=0.465_0.7976_0.4724,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 05 - 06_load=1.0682_wind=0.465_0.7976_0.4724,Line 05 - 06,1.63,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0682_wind=0.465_0.7976_0.4724,Line 05 - 08,1.47,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0682_wind=0.465_0.7976_0.4724,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 06 - 11_load=1.0682_wind=0.465_0.7976_0.4724,Line 06 - 11,3.14,Line 01 - 39DR2,,5
Line 07 - 08_load=1.0682_wind=0.465_0.7976_0.4724,Line 07 - 08,1.6,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0682_wind=0.465_0.7976_0.4724,Line 08 - 09,2.24,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0682_wind=0.465_0.7976_0.4724,Line 09 - 39,2.87,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0682_wind=0.465_0.7976_0.4724,Line 15 - 16,2.13,NSG_2,OverVoltage,18
Line 16 - 17_load=1.0682_wind=0.465_0.7976_0.4724,Line 16 - 17,2.5,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0682_wind=0.465_0.7976_0.4724,Line 16 - 19,1.94,G 04,Over-Speed,20
Line 21 - 22_load=1.0682_wind=0.465_0.7976_0.4724,Line 21 - 22,2.66,NSG_2,OverVoltage,79
Line 28 - 29_load=1.0682_wind=0.465_0.7976_0.4724,Line 28 - 29,1.7,Line 26 - 29DR1,,19
Line 01 - 02_load=0.9395_wind=0.682_0.5983_0.5085,Line 01 - 02,2.05,NSG_2,OverVoltage,3
Line 01 - 39_load=0.9395_wind=0.682_0.5983_0.5085,Line 01 - 39,1.87,Line 08 - 09DR1,,4
Line 02 - 03_load=0.9395_wind=0.682_0.5983_0.5085,Line 02 - 03,1.46,Line 01 - 39DR2,,5
Line 02 - 25_load=0.9395_wind=0.682_0.5983_0.5085,Line 02 - 25,2.21,NSG_2,OverVoltage,1
Line 03 - 04_load=0.9395_wind=0.682_0.5983_0.5085,Line 03 - 04,1.46,Line 01 - 39DR2,,5
Line 04 - 05_load=0.9395_wind=0.682_0.5983_0.5085,Line 04 - 05,1.46,Line 01 - 39DR2,,5
Line 05 - 06_load=0.9395_wind=0.682_0.5983_0.5085,Line 05 - 06,1.61,Line 01 - 39DR2,,5
Line 05 - 08_load=0.9395_wind=0.682_0.5983_0.5085,Line 05 - 08,1.46,Line 01 - 39DR2,,5
Line 06 - 07_load=0.9395_wind=0.682_0.5983_0.5085,Line 06 - 07,1.46,Line 01 - 39DR2,,5
Line 07 - 08_load=0.9395_wind=0.682_0.5983_0.5085,Line 07 - 08,1.59,Line 01 - 39DR2,,5
Line 08 - 09_load=0.9395_wind=0.682_0.5983_0.5085,Line 08 - 09,1.99,Line 01 - 02DR1,,4
Line 09 - 39_load=0.9395_wind=0.682_0.5983_0.5085,Line 09 - 39,2.12,Line 01 - 02DR1,,4
Line 15 - 16_load=0.9395_wind=0.682_0.5983_0.5085,Line 15 - 16,2.1,NSG_2,OverVoltage,1
Line 16 - 17_load=0.9395_wind=0.682_0.5983_0.5085,Line 16 - 17,2.37,NSG_2,OverVoltage,1
Line 16 - 19_load=0.9395_wind=0.682_0.5983_0.5085,Line 16 - 19,1.88,G 04,Over-Speed,18
Line 16 - 21_load=0.9395_wind=0.682_0.5983_0.5085,Line 16 - 21,2.22,NSG_2,OverVoltage,1
Line 21 - 22_load=0.9395_wind=0.682_0.5983_0.5085,Line 21 - 22,2.31,NSG_2,OverVoltage,34
Line 28 - 29_load=0.9395_wind=0.682_0.5983_0.5085,Line 28 - 29,1.87,Line 26 - 29DR1,,8
Line 01 - 02_load=1.0785_wind=0.9255_0.0588_0.3915,Line 01 - 02,2.37,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0785_wind=0.9255_0.0588_0.3915,Line 01 - 39,3.14,NSG_2,OverVoltage,4
Line 02 - 25_load=1.0785_wind=0.9255_0.0588_0.3915,Line 02 - 25,2.41,NSG_2,OverVoltage,1
Line 08 - 09_load=1.0785_wind=0.9255_0.0588_0.3915,Line 08 - 09,6.61,Line 01 - 39DR2,,2
Line 09 - 39_load=1.0785_wind=0.9255_0.0588_0.3915,Line 09 - 39,2.26,Line 01 - 39DR2,,3
Line 16 - 19_load=1.0785_wind=0.9255_0.0588_0.3915,Line 16 - 19,1.96,G 04,Over-Speed,18
Line 21 - 22_load=1.0785_wind=0.9255_0.0588_0.3915,Line 21 - 22,2.39,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0785_wind=0.9255_0.0588_0.3915,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0842_wind=0.5044_0.9616_0.6371,Line 01 - 02,1.7,Line 08 - 09DR1,,3
Line 01 - 39_load=1.0842_wind=0.5044_0.9616_0.6371,Line 01 - 39,1.83,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0842_wind=0.5044_0.9616_0.6371,Line 02 - 03,5.85,Line 01 - 39DR2,,4
Line 02 - 25_load=1.0842_wind=0.5044_0.9616_0.6371,Line 02 - 25,2.27,NSG_2,OverVoltage,18
Line 03 - 04_load=1.0842_wind=0.5044_0.9616_0.6371,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=1.0842_wind=0.5044_0.9616_0.6371,Line 04 - 05,1.47,Line 01 - 39DR2,,5
Line 05 - 08_load=1.0842_wind=0.5044_0.9616_0.6371,Line 05 - 08,2.99,Line 01 - 39DR2,,5
Line 06 - 07_load=1.0842_wind=0.5044_0.9616_0.6371,Line 06 - 07,3.08,Line 01 - 39DR2,,5
Line 06 - 11_load=1.0842_wind=0.5044_0.9616_0.6371,Line 06 - 11,3.05,Line 01 - 39DR2,,4
Line 07 - 08_load=1.0842_wind=0.5044_0.9616_0.6371,Line 07 - 08,3.01,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0842_wind=0.5044_0.9616_0.6371,Line 08 - 09,1.96,Line 01 - 02DR1,,4
Line 09 - 39_load=1.0842_wind=0.5044_0.9616_0.6371,Line 09 - 39,2.12,Line 01 - 02DR1,,4
Line 10 - 11_load=1.0842_wind=0.5044_0.9616_0.6371,Line 10 - 11,3.02,Line 01 - 39DR2,,5
Line 15 - 16_load=1.0842_wind=0.5044_0.9616_0.6371,Line 15 - 16,2.16,NSG_2,OverVoltage,18
Line 16 - 17_load=1.0842_wind=0.5044_0.9616_0.6371,Line 16 - 17,2.49,NSG_2,OverVoltage,18
Line 16 - 19_load=1.0842_wind=0.5044_0.9616_0.6371,Line 16 - 19,2.0,G 04,Over-Speed,18
Line 16 - 21_load=1.0842_wind=0.5044_0.9616_0.6371,Line 16 - 21,3.17,Line 01 - 39DR2,,4
Line 16 - 24_load=1.0842_wind=0.5044_0.9616_0.6371,Line 16 - 24,2.95,Line 01 - 39DR2,,4
Line 28 - 29_load=1.0842_wind=0.5044_0.9616_0.6371,Line 28 - 29,1.69,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0464_wind=0.884_0.0139_0.4296,Line 01 - 02,1.88,Line 08 - 09DR1,,4
Line 01 - 39_load=1.0464_wind=0.884_0.0139_0.4296,Line 01 - 39,2.14,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0464_wind=0.884_0.0139_0.4296,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0464_wind=0.884_0.0139_0.4296,Line 02 - 25,2.21,NSG_2,OverVoltage,1
Line 06 - 11_load=1.0464_wind=0.884_0.0139_0.4296,Line 06 - 11,1.7,Line 01 - 39DR2,,5
Line 08 - 09_load=1.0464_wind=0.884_0.0139_0.4296,Line 08 - 09,2.9,NSG_2,OverVoltage,3
Line 09 - 39_load=1.0464_wind=0.884_0.0139_0.4296,Line 09 - 39,2.61,Line 01 - 39DR2,,3
Line 15 - 16_load=1.0464_wind=0.884_0.0139_0.4296,Line 15 - 16,2.09,NSG_2,OverVoltage,1
Line 16 - 19_load=1.0464_wind=0.884_0.0139_0.4296,Line 16 - 19,1.9,G 04,Over-Speed,20
Line 21 - 22_load=1.0464_wind=0.884_0.0139_0.4296,Line 21 - 22,2.44,NSG_2,OverVoltage,18
Line 28 - 29_load=1.0464_wind=0.884_0.0139_0.4296,Line 28 - 29,1.7,Line 26 - 29DR1,,19
Line 01 - 02_load=1.0867_wind=0.6718_0.1017_0.8813,Line 01 - 02,2.01,Line 08 - 09DR1,,3
Line 01 - 39_load=1.0867_wind=0.6718_0.1017_0.8813,Line 01 - 39,2.44,Line 08 - 09DR1,,4
Line 02 - 03_load=1.0867_wind=0.6718_0.1017_0.8813,Line 02 - 03,1.45,Line 01 - 39DR2,,5
Line 02 - 25_load=1.0867_wind=0.6718_0.1017_0.8813,Line 02 - 25,2.36,NSG_2,OverVoltage,1
Line 08 - 09_load=1.0867_wind=0.6718_0.1017_0.8813,Line 08 - 09,4.85,Line 01 - 39DR2,,3
Line 09 - 39_load=1.0867_wind=0.6718_0.1017_0.8813,Line 09 - 39,2.55,Line 01 - 39DR2,,3
Line 16 - 19_load=1.0867_wind=0.6718_0.1017_0.8813,Line 16 - 19,1.98,G 05,Over-Speed,17
Line 21 - 22_load=1.0867_wind=0.6718_0.1017_0.8813,Line 21 - 22,2.4,NSG_2,OverVoltage,1
Line 28 - 29_load=1.0867_wind=0.6718_0.1017_0.8813,Line 28 - 29,1.72,Line 26 - 29DR1,,19
Line 01 - 02_load=0.8358_wind=0.4276_0.1003_0.7677,Line 01 - 02,1.91,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8358_wind=0.4276_0.1003_0.7677,Line 01 - 39,2.09,Line 08 - 09DR1,,4
Line 02 - 25_load=0.8358_wind=0.4276_0.1003_0.7677,Line 02 - 25,2.14,NSG_2,OverVoltage,1
Line 08 - 09_load=0.8358_wind=0.4276_0.1003_0.7677,Line 08 - 09,2.5,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8358_wind=0.4276_0.1003_0.7677,Line 09 - 39,2.86,Line 01 - 39DR2,,3
Line 15 - 16_load=0.8358_wind=0.4276_0.1003_0.7677,Line 15 - 16,2.02,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8358_wind=0.4276_0.1003_0.7677,Line 16 - 17,2.29,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8358_wind=0.4276_0.1003_0.7677,Line 16 - 19,1.79,G 05,Over-Speed,1
Line 16 - 21_load=0.8358_wind=0.4276_0.1003_0.7677,Line 16 - 21,2.18,NSG_2,OverVoltage,1
Line 17 - 18_load=0.8358_wind=0.4276_0.1003_0.7677,Line 17 - 18,2.14,NSG_2,OverVoltage,1
Line 21 - 22_load=0.8358_wind=0.4276_0.1003_0.7677,Line 21 - 22,2.32,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8358_wind=0.4276_0.1003_0.7677,Line 28 - 29,2.26,NSG_2,OverVoltage,1
Line 01 - 02_load=0.835_wind=0.7827_0.2908_0.7044,Line 01 - 02,1.96,Line 08 - 09DR1,,4
Line 01 - 39_load=0.835_wind=0.7827_0.2908_0.7044,Line 01 - 39,2.14,Line 08 - 09DR1,,4
Line 02 - 25_load=0.835_wind=0.7827_0.2908_0.7044,Line 02 - 25,2.2,NSG_2,OverVoltage,1
Line 08 - 09_load=0.835_wind=0.7827_0.2908_0.7044,Line 08 - 09,2.6,Line 01 - 02DR1,,4
Line 09 - 39_load=0.835_wind=0.7827_0.2908_0.7044,Line 09 - 39,2.86,Line 01 - 39DR2,,3
Line 15 - 16_load=0.835_wind=0.7827_0.2908_0.7044,Line 15 - 16,2.08,NSG_2,OverVoltage,1
Line 16 - 19_load=0.835_wind=0.7827_0.2908_0.7044,Line 16 - 19,1.85,G 05,Over-Speed,1
Line 28 - 29_load=0.835_wind=0.7827_0.2908_0.7044,Line 28 - 29,2.31,NSG_2,OverVoltage,1
Line 01 - 02_load=0.8807_wind=0.0575_0.3922_0.6167,Line 01 - 02,1.81,Line 08 - 09DR1,,4
Line 01 - 39_load=0.8807_wind=0.0575_0.3922_0.6167,Line 01 - 39,1.95,Line 08 - 09DR1,,4
Line 02 - 03_load=0.8807_wind=0.0575_0.3922_0.6167,Line 02 - 03,1.46,Line 01 - 39DR2,,5
Line 02 - 25_load=0.8807_wind=0.0575_0.3922_0.6167,Line 02 - 25,2.16,NSG_2,OverVoltage,1
Line 03 - 04_load=0.8807_wind=0.0575_0.3922_0.6167,Line 03 - 04,1.55,Line 01 - 39DR2,,5
Line 05 - 08_load=0.8807_wind=0.0575_0.3922_0.6167,Line 05 - 08,1.59,Line 01 - 39DR2,,5
Line 06 - 07_load=0.8807_wind=0.0575_0.3922_0.6167,Line 06 - 07,1.61,Line 01 - 39DR2,,5
Line 06 - 11_load=0.8807_wind=0.0575_0.3922_0.6167,Line 06 - 11,1.6,Line 01 - 39DR2,,5
Line 08 - 09_load=0.8807_wind=0.0575_0.3922_0.6167,Line 08 - 09,2.19,Line 01 - 02DR1,,4
Line 09 - 39_load=0.8807_wind=0.0575_0.3922_0.6167,Line 09 - 39,2.44,Line 01 - 02DR1,,4
Line 10 - 11_load=0.8807_wind=0.0575_0.3922_0.6167,Line 10 - 11,1.62,Line 01 - 39DR2,,5
Line 14 - 15_load=0.8807_wind=0.0575_0.3922_0.6167,Line 14 - 15,1.62,Line 01 - 39DR2,,5
Line 15 - 16_load=0.8807_wind=0.0575_0.3922_0.6167,Line 15 - 16,2.06,NSG_2,OverVoltage,1
Line 16 - 17_load=0.8807_wind=0.0575_0.3922_0.6167,Line 16 - 17,2.28,NSG_2,OverVoltage,1
Line 16 - 19_load=0.8807_wind=0.0575_0.3922_0.6167,Line 16 - 19,1.77,G 05,Over-Speed,17
Line 16 - 21_load=0.8807_wind=0.0575_0.3922_0.6167,Line 16 - 21,2.14,NSG_2,OverVoltage,1
Line 16 - 24_load=0.8807_wind=0.0575_0.3922_0.6167,Line 16 - 24,2.17,NSG_2,OverVoltage,1
Line 17 - 18_load=0.8807_wind=0.0575_0.3922_0.6167,Line 17 - 18,2.13,NSG_2,OverVoltage,1
Line 21 - 22_load=0.8807_wind=0.0575_0.3922_0.6167,Line 21 - 22,2.27,NSG_2,OverVoltage,34
Line 22 - 23_load=0.8807_wind=0.0575_0.3922_0.6167,Line 22 - 23,1.67,Line 01 - 39DR2,,5
Line 26 - 29_load=0.8807_wind=0.0575_0.3922_0.6167,Line 26 - 29,2.32,NSG_2,OverVoltage,1
Line 28 - 29_load=0.8807_wind=0.0575_0.3922_0.6167,Line 28 - 29,1.85,Line 26 - 29DR1,,20
Line 01 - 02_load=0.882_wind=0.5432_0.2527_0.1561,Line 01 - 02,1.76,Line 08 - 09DR1,,4
Line 01 - 39_load=0.882_wind=0.5432_0.2527_0.1561,Line 01 - 39,1.91,Line 08 - 09DR1,,4
Line 02 - 25_load=0.882_wind=0.5432_0.2527_0.1561,Line 02 - 25,2.17,NSG_2,OverVoltage,1
Line 03 - 04_load=0.882_wind=0.5432_0.2527_0.1561,Line 03 - 04,1.47,Line 01 - 39DR2,,5
Line 04 - 05_load=0.882_wind=0.5432_0.2527_0.1561,Line 04 - 05,1.59,Line 01 - 39DR2,,5
Line 05 - 08_load=0.882_wind=0.5432_0.2527_0.1561,Line 05 - 08,1.57,Line 01 - 39DR2,,5
Line 06 - 07_load=0.882_wind=0.5432_0.2527_0.1561,Line 06 - 07,1.57,Line 01 - 39DR2,,5
Line 07 - 08_load=0.882_wind=0.5432_0.2527_0.1561,Line 07 - 08,1.61,Line 01 - 39DR2,,5
Line 08 - 09_load=0.882_wind=0.5432_0.2527_0.1561,Line 08 - 09,2.17,Line 01 - 02DR1,,4
Line 09 - 39_load=0.882_wind=0.5432_0.2527_0.1561,Line 09 - 39,2.47,Line 01 - 02DR1,,4
Line 10 - 11_load=0.882_wind=0.5432_0.2527_0.1561,Line 10 - 11,1.6,Line 01 - 39DR2,,5
Line 15 - 16_load=0.882_wind=0.5432_0.2527_0.1561,Line 15 - 16,2.06,NSG_2,OverVoltage,1
Line 16 - 17_load=0.882_wind=0.5432_0.2527_0.1561,Line 16 - 17,2.28,NSG_2,OverVoltage,1
Line 16 - 19_load=0.882_wind=0.5432_0.2527_0.1561,Line 16 - 19,1.76,G 05,Over-Speed,17
Line 16 - 21_load=0.882_wind=0.5432_0.2527_0.1561,Line 16 - 21,2.13,NSG_2,OverVoltage,1
Line 16 - 24_load=0.882_wind=0.5432_0.2527_0.1561,Line 16 - 24,2.13,NSG_2,OverVoltage,1
Line 17 - 18_load=0.882_wind=0.5432_0.2527_0.1561,Line 17 - 18,2.12,NSG_2,OverVoltage,1
Line 21 - 22_load=0.882_wind=0.5432_0.2527_0.1561,Line 21 - 22,2.29,NSG_2,OverVoltage,1
Line 25 - 26_load=0.882_wind=0.5432_0.2527_0.1561,Line 25 - 26,2.2,NSG_2,OverVoltage,1
Line 26 - 28_load=0.882_wind=0.5432_0.2527_0.1561,Line 26 - 28,2.29,NSG_2,OverVoltage,1
Line 26 - 29_load=0.882_wind=0.5432_0.2527_0.1561,Line 26 - 29,2.28,NSG_2,OverVoltage,1
